,reward,velocity,power_normalized,target_v,total_power_sec,env,seed,id,v_e_ratio,power,distance_delta,rew_b_1.0_v_rate_0.8,rew_b_1.0_v_rate_0.6,rew_b_1.0_v_rate_0.5,rew_b_1.0_v_rate_0.2
14,0.40513859341705555,0.09379578585821659,0.09178484975934921,0.095,64.24939483154445,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.0219092377896772,6424.939483154445,3.751831434328664,0.9715022793804803,0.955680497095523,0.9477696059530443,0.9240369325256083
11,0.40181521420261235,0.06933418943777703,0.0866424974363509,0.08000000000000003,60.64974820544563,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,0.8002330437059613,6064.974820544563,2.773367577511081,0.8760133948904998,0.8853494218087872,0.8900174352679309,0.904021475645362
16,0.40166340988680216,0.0986121398471533,0.09210869537177072,0.105,64.47608676023951,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.0706061946609196,6447.6086760239505,3.9444855938861316,0.93290885023729,0.9266544638350249,0.9235272706338923,0.9141456910304946
18,0.3973392777867635,0.10776343719508578,0.09470164578695293,0.115,66.29115205086704,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.1379257065660455,6629.115205086704,4.3105374878034315,0.930718364373641,0.9243633618334924,0.9211858605634182,0.9116533567531956
19,0.3970134473978852,0.10974009368324228,0.09436155606424668,0.12000000000000004,66.05308924497268,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.1629746080970202,6605.308924497269,4.3896037473296925,0.9127283133420989,0.9109558459905126,0.9100696123147194,0.9074109112873399
17,0.38626905647473564,0.09773503242791222,0.09345760770994575,0.11000000000000004,65.42032539696203,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.0457686091349765,6542.032539696203,3.909401297116489,0.8921087142973722,0.8957171337955427,0.897521343544628,0.9029339727918838
20,0.3633995465453939,0.11773426322644871,0.09917982084244426,0.12500000000000003,69.42587458971099,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.1870788052085697,6942.587458971098,4.709370529057948,0.9336633204807827,0.925452535149976,0.9213471424845726,0.9090309644883625
21,0.35726936719037966,0.11364889472872469,0.09656494472133877,0.13000000000000006,67.59546130493715,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.1769166860363847,6759.546130493714,4.545955789148988,0.8800648247709608,0.8859073823978859,0.8888286612113485,0.8975924976517362
22,0.35322798591152305,0.12519527699770228,0.09993227612442757,0.135,69.9525932870993,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.252801215513387,6995.25932870993,5.007811079908091,0.9219114825392761,0.9164505428733501,0.9137200730403872,0.9055286635414984
23,0.351507432139545,0.13175077366581314,0.10025990452303227,0.14000000000000004,70.18193316612258,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.3140923512005402,7018.193316612258,5.2700309466325255,0.9328095829000398,0.9245422110442718,0.9204085251163878,0.9080074673327359
