,reward,velocity,power_normalized,target_v,total_power_sec,env,seed,id,v_e_ratio,power,distance_delta,rew_b_1.0_v_rate_0.8,rew_b_1.0_v_rate_0.6,rew_b_1.0_v_rate_0.5,rew_b_1.0_v_rate_0.2
13,0.4022616426795882,0.07407623875026051,0.08641702155009653,0.09000000000000004,60.49191508506758,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,0.8571949995675101,6049.1915085067585,2.96304955001042,0.8411720512478517,0.8592747830483645,0.868326148948621,0.8954802466493905
14,0.4021960645426891,0.07872348130054636,0.08762903009277123,0.095,61.34032106493987,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,0.8983721629373653,6134.032106493987,3.148939252021855,0.8454087733544677,0.862149322492658,0.8705195970617532,0.8956304207690385
12,0.40113278621644455,0.06595103015806297,0.08025473795781063,0.085,56.17831657046743,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,0.8217711730955122,5617.831657046743,2.638041206322519,0.8046646303666776,0.8334347882855555,0.8478198672449945,0.8909751041233114
16,0.37937124351288176,0.08341600742951406,0.08758490801923963,0.105,61.30943561346774,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,0.9524016102316418,6130.943561346774,3.3366402971805624,0.8180335511924497,0.8416289363895274,0.8534266289880662,0.8888197067836827
15,0.3631746041003809,0.0751653644335299,0.08767526714267725,0.1,61.37268699987408,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,0.8573154879723434,6137.268699987408,3.006614577341196,0.7837878620397037,0.8159220797441085,0.8319891885963109,0.880190515152918
18,0.35140944583790346,0.09700577713622628,0.09372293736669782,0.115,65.60605615668847,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.0350270687386174,6560.605615668847,3.880231085449052,0.8560782099960607,0.868627923155371,0.8749027797350262,0.8937273494739918
20,0.3498243887007284,0.10006528410631274,0.09411815970401224,0.12500000000000003,65.88271179280856,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.0631878525993637,6588.271179280857,4.002611364252509,0.821594186339599,0.8426660998286961,0.8532020565732448,0.8848099268068906
17,0.3476595839322687,0.08616310348276199,0.0900007166507851,0.11000000000000004,63.00050165554956,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,0.95736019322031,6300.050165554956,3.4465241393104797,0.8086406092717482,0.8339802777911147,0.8466501120507981,0.8846596148298482
21,0.32468058266814487,0.10262137693832296,0.09884087956430744,0.13000000000000006,69.1886156950152,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.0382483178081785,6918.86156950152,4.104855077532918,0.8117479898614334,0.8341007725049983,0.8452771638267806,0.8788063377921278
19,0.3234276796132369,0.09117920667303558,0.09564176351873357,0.12000000000000004,66.9492344631135,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,0.9533409184281311,6694.92344631135,3.647168266921423,0.7887330251164903,0.8176393279576843,0.8320924793782813,0.8754519336400725
22,0.3152146666776903,0.10068703933458839,0.09556007432236242,0.135,66.8920520256537,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.0536517478516254,6689.205202565369,4.027481573383536,0.7775519219330883,0.8092739228692256,0.8251349233372942,0.8727179247415002
23,0.30800946364581366,0.10876784374100211,0.10051906367462408,0.14000000000000004,70.36334457223687,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.0820618474230816,7036.3344572236865,4.350713749640084,0.8014267229279443,0.825940276277302,0.8381970529519811,0.8749673829760181
24,0.3075716568685609,0.11013253381377869,0.10145211817620474,0.14500000000000002,71.01648272334332,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.0855616993870703,7101.6482723343315,4.405301352551147,0.7873373491304345,0.8151399823037747,0.8290412988904448,0.8707452486504551
27,0.29134123543883333,0.11393065867952828,0.10264062559248513,0.16000000000000006,71.84843791473959,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.1099957548180588,7184.843791473959,4.557226347181132,0.7491251682791442,0.7861837198112369,0.8047129955772832,0.8603008228754223
26,0.2888977407212315,0.11148324526695626,0.09929406070071417,0.15500000000000003,69.50584249049993,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.1227584457743345,6950.584249049993,4.45932981067825,0.7555385827860829,0.7918304219143837,0.8099763414785339,0.8644141001709851
25,0.2820501131707899,0.10791060063258687,0.09957892761304757,0.15,69.7052493291333,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.0836690374083484,6970.524932913329,4.3164240253034745,0.7556074178511871,0.7918108314851284,0.8099125383020991,0.8642176587530113
28,0.27440767711790115,0.12009929307130505,0.10580329627456518,0.165,74.06230739219563,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.1351186333518475,7406.2307392195635,4.803971722852202,0.7611389435150508,0.7944033835676468,0.8110356035939448,0.8609322636728389
31,0.27414097013443534,0.1215029419732578,0.10667671651565833,0.18,74.67370156096082,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.1389827690789793,7467.370156096083,4.860117678930312,0.7186777321335697,0.7623391199712628,0.7841698138901092,0.8496618956466487
29,0.2738060693168531,0.12086328538148233,0.10515941631634142,0.16999999999999996,73.611591421439,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.1493339314275044,7361.159142143901,4.834531415259293,0.7477365185319429,0.7845125348198718,0.8029005429638363,0.8580645673957298
30,0.267848147572505,0.12385657006191599,0.10714438734473848,0.175,75.00107114131693,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.1559781443651904,7500.107114131693,4.95426280247664,0.7447725856712396,0.7817933424172452,0.8003037207902479,0.8558348559092561
33,0.25166590133066363,0.13239488686976028,0.11174052250573245,0.19,78.21836575401272,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.184842203176276,7821.836575401272,5.2957954747904115,0.7351040507399494,0.7733929074285288,0.7925373357728187,0.8499706208056881
32,0.25106464413395213,0.13233595152221309,0.11403994131628607,0.185,79.82795892140025,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.160435107162881,7982.795892140025,5.293438060888523,0.7494555858868535,0.7835817040860686,0.8006447631856761,0.8518339404844989
34,0.24502384547625666,0.13566707292709224,0.11124241641344476,0.195,77.86969148941131,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.2195624412083115,7786.969148941132,5.4266829170836886,0.7343343800079458,0.7729401809025982,0.7922430813499244,0.8501517826919028
36,0.23230066580712522,0.13084251326421414,0.10862705377729515,0.20500000000000004,76.0389376441066,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.204511295431658,7603.89376441066,5.233700530568566,0.6888795190561083,0.7395028758477574,0.764814554243582,0.8407495894310557
37,0.22845631177459577,0.1341449473483833,0.11215953308988431,0.21,78.51167316291901,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.196019131435577,7851.167316291901,5.365797893935333,0.6885964642330071,0.7384074649022843,0.7633129652369228,0.8380294662408386
35,0.22826960361644916,0.1284307606358882,0.11151056674955763,0.20000000000000004,78.05739672469035,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.1517362379148495,7805.739672469034,5.137230425435528,0.6914209291936412,0.7406880552078415,0.7653216182149416,0.8392223072362421
38,0.21215768273388969,0.13541576259620436,0.11108860538928705,0.215,77.76202377250094,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.2189887713655942,7776.202377250094,5.416630503848174,0.6816548839312752,0.7334690116011346,0.7593760754360643,0.8370972669408535
39,0.19889062384957262,0.1426631457275536,0.11683106196632624,0.22000000000000008,81.78174337642837,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.2211062993561834,8178.174337642837,5.7065258291021435,0.6954088629796567,0.7423488817431609,0.7658188911249131,0.8362289192701695
41,0.19291376292740567,0.13702007847079412,0.11053901404989216,0.23,77.37730983492453,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.2395630596899447,7737.730983492453,5.4808031388317655,0.6544837744797402,0.7132280773473321,0.742600228781128,0.830716683082516
40,0.19207224109042378,0.1399805857104769,0.11262564379552897,0.22500000000000006,78.83795065687029,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.2428837784457918,7883.795065687029,5.599223428419075,0.6751836204337007,0.7282313043763933,0.7547551463477395,0.8343266722617786
42,0.1775475465475191,0.13515806621014378,0.11311511598316235,0.235,79.18058118821364,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.1948718350804912,7918.058118821364,5.406322648405752,0.6374895426251337,0.6998383779730597,0.7310127956470227,0.8245360486689117
43,0.17375736799204097,0.14283458746827024,0.115228353929344,0.24000000000000007,80.6598477505408,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.2395784769767162,8065.984775054081,5.71338349873081,0.6530696207750318,0.7109951270989379,0.7399578802608909,0.8268461397467501
44,0.15645969403258653,0.13111218817618767,0.1054091777944167,0.24500000000000008,73.7864244560917,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.2438403459696883,7378.64244560917,5.244487527047506,0.6070395952205048,0.6789274019667744,0.7148713053399092,0.8227030154593137
45,0.14228939764558185,0.13249024155597242,0.1078027877229354,0.25000000000000006,75.46195140605478,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.229005708984877,7546.195140605479,5.299609662238897,0.6024082154345245,0.6748554646451597,0.711079089250477,0.8197499630664297
